concurso;data_do_sorteio;bola1;bola2;bola3;bola4;bola5;bola6;ganhadores_sena;cidade;rateio_sena;ganhadores_quina;rateio_quina;ganhadores_quadra;rateio_quadra;valor_acumulado;arrecadacao_total;estimativa_prêmio;acumulado_megadavirada;uf
857;2007-4-11;2;3;17;49;50;59;0;;0.00;71;17126.48;4732;256.00;15337557.86;0.00;0.00;0.00;NULL
858;2007-4-14;4;18;23;31;37;54;2;"PR; SP";8889537.74;185;7541.37;8821;157.56;0.00;0.00;0.00;0.00;NULL
859;2007-4-18;9;12;34;46;47;57;0;;0.00;35;18296.99;3275;194.80;7624012.41;0.00;0.00;0.00;NULL
860;2007-4-23;2;8;17;22;42;44;0;;0.00;111;8602.66;6853;138.82;9295079.41;0.00;0.00;0.00;NULL
861;2007-4-25;39;40;42;47;59;60;1;ES;10840760.96;34;25977.84;2296;383.23;0.00;0.00;0.00;0.00;NULL
862;2007-4-28;2;8;11;12;19;35;1;RS;1152211.30;99;6650.57;5632;116.46;0.00;0.00;0.00;0.00;NULL
863;2007-5-02;15;24;32;50;53;57;0;;0.00;25;18975.51;1454;325.04;830178.33;0.00;0.00;0.00;NULL
864;2007-5-05;8;11;31;33;42;57;0;;0.00;47;16053.56;2926;256.90;6807400.00;0.00;0.00;0.00;NULL
865;2007-5-09;23;26;27;41;51;53;0;;0.00;28;31424.15;2694;325.36;8347183.58;0.00;0.00;0.00;NULL
866;2007-5-12;5;27;36;40;46;48;0;;0.00;46;23174.32;3704;286.71;10212715.83;0.00;0.00;0.00;NULL
867;2007-5-16;10;19;26;28;44;54;0;;0.00;51;20699.48;4381;240.06;12060144.51;0.00;0.00;0.00;NULL
868;2007-5-19;21;22;25;40;51;57;0;;0.00;37;32369.99;3453;345.54;14156101.29;0.00;16000000.00;0.00;NULL
869;2007-5-23;27;29;42;49;50;51;1;SP;16192436.64;57;20414.39;3912;296.32;0.00;0.00;9000000.00;0.00;NULL
870;2007-5-26;8;21;34;40;43;52;0;;0.00;26;34488.20;2923;305.61;8272810.82;0.00;10000000.00;0.00;NULL
871;2007-5-30;1;5;10;17;47;58;0;;0.00;80;12453.39;6225;159.45;10016284.93;0.00;12000000.00;0.00;NULL
872;2007-6-02;5;18;31;43;55;58;0;;0.00;81;14747.74;4636;256.70;12106777.43;0.00;14000000.00;0.00;NULL
873;2007-6-06;4;19;30;34;57;59;0;;0.00;70;17932.61;5051;247.59;14303522.62;0.00;17000000.00;0.00;NULL
874;2007-6-09;10;20;42;44;52;59;0;;0.00;32;39615.01;3024;417.62;23535080.88;0.00;26000000.00;0.00;NULL
875;2007-6-13;18;20;24;36;53;58;1;SP;26631943.24;153;11566.24;8240;213.95;0.00;0.00;1500000.00;0.00;NULL
876;2007-6-16;4;8;12;41;45;60;0;;0.00;30;29219.33;3847;227.00;1534014.85;0.00;3000000.00;0.00;NULL
877;2007-6-20;13;15;20;28;31;36;0;;0.00;69;14440.64;4817;206.07;3277722.23;0.00;5000000.00;0.00;NULL
878;2007-6-23;11;12;37;38;43;54;0;;0.00;33;29970.93;3702;266.16;5008543.30;0.00;7000000.00;0.00;NULL
879;2007-6-27;10;28;29;35;42;46;0;;0.00;45;21995.08;3852;255.98;13767454.24;0.00;16000000.00;0.00;NULL
880;2007-6-30;25;30;37;46;49;51;0;;0.00;46;28154.03;4314;299.07;16033853.70;0.00;18000000.00;0.00;NULL
881;2007-7-04;4;18;24;43;51;56;0;;0.00;99;14336.70;6959;203.19;18517686.08;0.00;22000000.00;0.00;NULL
882;2007-7-07;17;41;42;44;45;60;1;SC;21492982.24;81;20989.74;6642;255.00;0.00;0.00;1300000.00;0.00;NULL
883;2007-7-11;21;32;37;52;53;60;0;;0.00;13;51899.42;1494;449.89;1180711.67;0.00;2500000.00;0.00;NULL
884;2007-7-14;2;11;12;14;22;39;0;;0.00;56;15846.82;4752;186.05;10204577.30;0.00;12000000.00;0.00;NULL
885;2007-7-18;4;13;31;33;47;51;0;;0.00;114;9254.88;6503;161.63;12050926.17;0.00;14000000.00;0.00;NULL
886;2007-7-21;17;33;37;50;55;59;0;;0.00;100;12422.33;5764;214.70;14224834.41;0.00;17000000.00;0.00;NULL
887;2007-7-25;1;12;21;32;34;44;0;;0.00;79;15886.22;4885;255.94;16421104.66;0.00;20000000.00;0.00;NULL
888;2007-7-28;24;40;50;52;54;60;1;DF;18947548.96;50;28873.65;3672;391.67;0.00;0.00;1000000.00;0.00;NULL
889;2007-8-01;20;24;34;39;54;60;0;;0.00;21;30883.09;1733;372.81;8190614.89;0.00;10000000.00;0.00;NULL
890;2007-8-04;7;9;17;21;22;54;0;;0.00;105;10715.07;6983;160.51;10159508.19;0.00;12000000.00;0.00;NULL
891;2007-8-08;15;16;19;22;34;35;0;;0.00;92;13781.11;6400;197.35;12378266.60;0.00;15000000.00;0.00;NULL
892;2007-8-11;1;19;42;44;49;52;0;;0.00;54;28078.08;4782;315.87;15031644.65;0.00;18000000.00;0.00;NULL
893;2007-8-15;3;18;26;51;53;56;0;;0.00;105;14747.51;6595;233.91;17741499.79;0.00;21000000.00;0.00;NULL
894;2007-8-18;20;24;28;37;41;44;0;;0.00;59;31502.25;6653;278.31;30139459.45;0.00;33000000.00;0.00;NULL
895;2007-8-22;2;41;43;55;57;58;0;;0.00;82;29366.19;6473;370.60;34353506.77;0.00;40000000.00;0.00;NULL
896;2007-8-25;5;11;22;31;35;41;0;;0.00;98;31002.68;10769;281.06;39670465.09;0.00;45000000.00;0.00;NULL
897;2007-8-29;7;21;22;43;46;57;0;;0.00;212;18019.32;16644;228.65;46355633.71;0.00;54000000.00;0.00;NULL
898;2007-9-01;3;4;8;30;45;54;2;"RO; SC";27782053.83;596;8828.84;27120;193.29;0.00;0.00;1500000.00;0.00;NULL
899;2007-9-05;18;20;36;53;54;58;0;;0.00;948;951.79;3559;252.57;20867361.42;0.00;24000000.00;0.00;NULL
900;2007-9-08;4;18;21;34;38;59;1;DF;23334752.92;89;15842.00;6184;227.14;0.00;0.00;1500000.00;0.00;NULL
901;2007-9-12;13;16;32;33;34;56;0;;0.00;100;9381.13;5617;166.39;1641698.41;0.00;3500000.00;0.00;NULL
902;2007-9-15;18;23;50;52;55;58;0;;0.00;68;17237.57;3490;334.59;3692969.85;0.00;6000000.00;0.00;NULL
903;2007-9-19;5;17;20;32;41;55;0;;0.00;62;19346.40;4688;254.89;5792054.30;0.00;8000000.00;0.00;NULL
904;2007-9-22;32;44;48;51;53;59;0;;0.00;72;18874.08;4007;337.86;15768458.93;0.00;18000000.00;0.00;NULL
905;2007-9-26;2;4;15;16;55;57;1;RJ;18405503.18;89;16931.26;6223;241.23;0.00;0.00;1500000.00;0.00;NULL
906;2007-9-29;7;14;24;29;35;39;1;MT;1583115.71;49;18461.99;4239;212.60;0.00;0.00;1500000.00;0.00;NULL
907;2007-10-03;9;36;37;41;51;53;0;;0.00;25;32080.72;2244;356.05;1403531.54;0.00;3000000.00;0.00;NULL
908;2007-10-06;1;9;19;25;50;52;0;;0.00;120;8660.71;6205;166.86;3222281.26;0.00;5000000.00;0.00;NULL
909;2007-10-10;17;22;26;28;38;42;0;;0.00;48;21301.42;4586;222.11;11605715.34;0.00;14000000.00;0.00;NULL
910;2007-10-13;3;15;27;29;36;53;0;;0.00;107;10618.33;6512;173.81;13593997.94;0.00;16000000.00;0.00;NULL
911;2007-10-17;1;6;28;29;46;49;1;MT;15981772.55;63;21657.82;5376;252.84;0.00;0.00;1500000.00;0.00;NULL
912;2007-10-20;4;19;21;26;29;54;0;;0.00;62;13412.10;4474;185.16;1455212.96;0.00;3000000.00;0.00;NULL
913;2007-10-24;14;30;36;38;46;59;1;DF;2915782.13;27;30911.51;2683;309.90;0.00;0.00;1200000.00;0.00;NULL
914;2007-10-27;9;12;23;33;45;51;0;;0.00;64;12406.06;4731;167.20;7590419.67;0.00;10000000.00;0.00;NULL
915;2007-10-31;17;20;26;28;48;49;1;GO;9448268.16;44;24127.91;3580;295.43;0.00;0.00;1500000.00;0.00;NULL
916;2007-11-03;5;28;33;36;37;38;0;;0.00;144;4648.18;3220;207.09;1171341.29;0.00;2500000.00;0.00;NULL
917;2007-11-07;23;25;30;46;47;59;0;;0.00;61;14133.49;3491;246.03;2680091.97;0.00;4000000.00;0.00;NULL
918;2007-11-10;4;8;12;38;44;52;0;;0.00;135;7591.36;6883;148.33;4473550.36;0.00;6000000.00;0.00;NULL
919;2007-11-14;3;25;31;41;43;60;0;;0.00;37;28441.93;3505;299.10;12153032.42;0.00;14000000.00;0.00;NULL
920;2007-11-17;5;17;24;52;55;57;0;;0.00;94;12657.72;6584;180.04;14235226.59;0.00;16000000.00;0.00;NULL
921;2007-11-21;1;9;35;41;48;57;0;;0.00;62;21395.20;4365;302.75;16556605.48;0.00;20000000.00;0.00;NULL
922;2007-11-24;12;13;19;41;45;49;0;;0.00;136;11821.04;8735;183.36;19370014.34;0.00;22000000.00;0.00;NULL
923;2007-11-28;2;15;39;50;53;57;0;;0.00;90;19370.44;6122;283.68;22420857.89;0.00;26000000.00;0.00;NULL
924;2007-12-01;2;20;21;27;51;60;0;;0.00;90;22081.88;7236;273.61;35717127.33;0.00;40000000.00;0.00;NULL
925;2007-12-05;8;22;36;37;46;52;1;SP;40628613.64;132;21261.85;10214;273.74;0.00;0.00;1200000.00;0.00;NULL
926;2007-12-08;21;33;34;40;41;59;0;;0.00;24;35599.69;2019;421.58;1495186.73;0.00;3000000.00;0.00;NULL
927;2007-12-12;19;23;26;31;33;36;0;;0.00;45;20517.91;3499;262.88;3110971.95;0.00;5000000.00;0.00;NULL
928;2007-12-15;4;10;32;33;49;60;1;SC;5077029.42;43;26127.01;4246;263.59;0.00;18230080.50;1000000.00;0.00;NULL
929;2007-12-19;16;27;35;39;49;57;0;;0.00;42;18094.16;3095;244.61;9414519.05;0.00;11000000.00;0.00;NULL
930;2007-12-22;20;28;37;46;49;55;0;;0.00;73;18344.90;5481;243.81;11758079.40;0.00;16000000.00;0.00;NULL
931;2007-12-31;7;17;19;34;36;39;0;;0.00;245;9393.97;14573;157.93;15785742.06;0.00;20000000.00;0.00;NULL
932;2008-1-05;2;17;21;36;42;53;1;RN;19685655.01;196;11370.01;10515;211.94;0.00;0.00;1300000.00;0.00;NULL
933;2008-1-09;8;14;25;39;45;51;0;;0.00;66;11712.22;3308;233.68;1352761.06;0.00;3000000.00;0.00;NULL
934;2008-1-12;1;3;21;25;44;48;0;;0.00;55;17289.83;5101;186.42;12508366.08;0.00;15000000.00;0.00;NULL
935;2008-1-16;7;13;18;29;31;45;0;;0.00;243;5396.61;10898;120.33;14803274.65;0.00;17000000.00;0.00;NULL
936;2008-1-19;5;14;22;29;33;44;2;"RJ; RS";8699137.89;144;10297.63;9280;159.79;0.00;0.00;1200000.00;0.00;NULL
937;2008-1-23;2;21;22;30;41;52;0;;0.00;20;36413.65;1763;413.09;1274477.80;0.00;3000000.00;0.00;NULL
938;2008-1-26;15;27;35;50;57;59;0;;0.00;39;23406.66;3235;282.18;2871982.33;0.00;5000000.00;0.00;NULL
939;2008-1-30;6;19;23;37;49;50;0;;0.00;103;9216.78;5670;167.43;11264174.77;0.00;13500000.00;0.00;NULL
940;2008-2-02;5;25;31;33;37;51;0;;0.00;109;11635.12;6936;182.85;13483573.63;0.00;15000000.00;0.00;NULL
941;2008-2-06;10;11;15;27;53;60;0;;0.00;37;20206.51;3406;219.51;14791945.07;0.00;16000000.00;0.00;NULL
942;2008-2-09;5;8;18;42;52;59;0;;0.00;73;20890.58;5310;287.20;17460716.85;0.00;20000000.00;0.00;NULL
943;2008-2-13;3;12;23;41;47;58;1;RS;20498366.41;116;14963.79;7783;223.02;0.00;0.00;1100000.00;0.00;NULL
944;2008-2-16;16;37;43;52;58;59;0;;0.00;21;38432.28;2669;302.39;9017085.00;0.00;11000000.00;0.00;NULL
945;2008-2-20;4;8;27;44;54;59;0;;0.00;118;9974.16;6615;177.92;11076748.93;0.00;13000000.00;0.00;NULL
946;2008-2-23;1;5;12;47;52;59;0;;0.00;92;15029.80;6373;216.97;13496546.46;0.00;16000000.00;0.00;NULL
947;2008-2-27;3;5;11;14;33;58;1;SP;16035424.27;95;15271.45;8955;162.01;0.00;0.00;1500000.00;0.00;NULL
948;2008-3-01;22;41;44;46;52;54;0;;0.00;30;27177.27;2141;380.81;1426806.41;0.00;3000000.00;0.00;NULL
949;2008-3-05;1;23;41;44;51;52;0;;0.00;28;31580.90;2679;330.08;10111849.01;0.00;12000000.00;0.00;NULL
950;2008-3-08;23;41;42;48;49;59;0;;0.00;43;30111.09;3953;327.54;12377708.64;0.00;15000000.00;0.00;NULL
951;2008-3-12;14;24;34;39;49;55;0;;0.00;41;33969.92;3894;357.67;14815050.33;0.00;17000000.00;0.00;NULL
952;2008-3-15;2;11;18;27;30;54;0;;0.00;132;11947.28;7126;221.31;17574870.51;0.00;20000000.00;0.00;NULL
953;2008-3-19;1;16;39;42;48;55;1;MG;20509951.37;71;23622.38;5055;331.79;0.00;0.00;1200000.00;0.00;NULL
954;2008-3-22;5;8;18;24;33;57;0;;0.00;81;7848.36;5213;121.95;9334367.34;0.00;11000000.00;0.00;NULL
955;2008-3-26;5;12;21;32;33;35;2;"MG; SP";5678963.92;90;12848.01;6180;187.11;0.00;0.00;1200000.00;0.00;NULL
956;2008-3-29;46;47;51;54;57;59;1;SP;1385109.95;38;20828.72;2468;320.70;0.00;0.00;1300000.00;0.00;NULL
957;2008-4-02;24;25;32;34;50;57;0;;0.00;24;30247.28;2210;328.48;1270385.50;0.00;2500000.00;0.00;NULL
958;2008-4-05;7;13;22;33;48;51;3;"BA; RJ; SP";978205.14;269;3535.28;8718;109.09;0.00;0.00;1300000.00;0.00;NULL
959;2008-4-09;3;5;11;33;39;57;0;;0.00;138;5376.40;7139;103.93;6756745.86;0.00;8500000.00;0.00;NULL
960;2008-4-12;6;18;19;33;34;53;0;;0.00;73;15299.06;4852;230.18;8711201.48;0.00;11000000.00;0.00;NULL
961;2008-4-16;2;4;16;21;36;53;0;;0.00;81;15330.15;7193;172.63;10884250.08;0.00;13000000.00;0.00;NULL
962;2008-4-19;2;11;40;48;49;55;1;RS;13272508.39;41;33285.83;3554;384.00;0.00;0.00;1200000.00;0.00;NULL
963;2008-4-23;15;17;37;48;50;59;0;;0.00;30;20269.81;2644;229.99;1064165.04;0.00;2300000.00;0.00;NULL
964;2008-4-26;8;13;20;26;33;42;0;;0.00;125;7097.23;6128;144.77;9139860.10;0.00;11000000.00;0.00;NULL
965;2008-4-30;5;30;36;39;57;58;0;;0.00;61;18625.79;3934;288.81;11128162.61;0.00;13000000.00;0.00;NULL
966;2008-5-03;1;4;26;28;41;58;0;;0.00;55;21206.52;4397;265.26;13169290.24;0.00;15000000.00;0.00;NULL
967;2008-5-07;5;13;14;18;30;57;0;;0.00;91;15768.06;7445;192.74;15680353.75;0.00;18000000.00;0.00;NULL
968;2008-5-10;1;4;13;30;51;60;0;;0.00;124;13308.65;9572;172.41;18568330.65;0.00;22000000.00;0.00;NULL
969;2008-5-14;13;25;35;41;50;56;1;PE;21823614.22;82;22684.90;6898;269.67;0.00;0.00;11000000.00;0.00;NULL
970;2008-5-17;5;21;28;34;54;57;3;"GO; PE; SP";3712467.76;108;10992.48;6144;193.23;0.00;0.00;1300000.00;0.00;NULL
971;2008-5-21;4;11;14;33;44;45;0;;0.00;66;11508.75;4390;173.02;1329260.36;0.00;2700000.00;0.00;NULL
972;2008-5-24;15;18;31;33;34;56;3;"PE; SC; SP";912435.75;723;1112.86;4082;197.11;0.00;0.00;1200000.00;0.00;NULL
973;2008-5-28;1;8;30;36;47;53;0;;0.00;36;19679.25;2274;311.55;1239792.94;0.00;2500000.00;0.00;NULL
974;2008-5-31;12;16;20;31;38;45;0;;0.00;93;10307.56;4213;227.53;8440373.33;0.00;11000000.00;0.00;NULL
975;2008-6-04;9;30;33;37;40;41;0;;0.00;55;25191.37;4524;306.26;10865043.23;0.00;13500000.00;0.00;NULL
976;2008-6-07;14;23;25;28;38;53;0;;0.00;74;21152.88;6395;244.77;13604340.57;0.00;16000000.00;0.00;NULL
977;2008-6-11;3;5;7;9;17;32;1;SP;16584111.63;452;3767.10;24482;69.55;0.00;0.00;1300000.00;0.00;NULL
978;2008-6-14;12;16;18;27;42;58;0;;0.00;69;13220.26;4616;197.61;1596346.74;0.00;3500000.00;0.00;NULL
979;2008-6-18;3;15;28;31;39;51;0;;0.00;42;23261.38;3714;263.05;11484484.11;0.00;13000000.00;0.00;NULL
980;2008-6-21;15;17;29;35;36;59;0;;0.00;88;16054.57;6837;206.64;13956888.71;0.00;16000000.00;0.00;NULL
981;2008-6-25;1;8;34;41;53;58;0;;0.00;74;20200.29;4974;300.53;16572825.97;0.00;19000000.00;0.00;NULL
982;2008-6-28;8;12;24;40;43;49;0;;0.00;125;14102.62;8510;207.15;19657775.24;0.00;23000000.00;0.00;NULL
983;2008-7-02;16;22;32;38;40;45;1;SC;24038180.79;244;10258.56;9930;252.07;0.00;0.00;1500000.00;0.00;NULL
984;2008-7-05;4;10;20;43;46;47;0;;0.00;38;26313.69;2643;378.33;11966686.94;0.00;15000000.00;0.00;NULL
985;2008-7-09;4;16;18;46;56;59;0;;0.00;55;26215.60;4846;297.54;14489938.27;0.00;17000000.00;0.00;NULL
986;2008-7-12;6;15;19;24;31;32;0;;0.00;120;15043.78;7953;226.99;17649132.28;0.00;21000000.00;0.00;NULL
987;2008-7-16;13;27;31;34;47;58;0;;0.00;193;10707.60;10923;189.19;21265623.87;0.00;25000000.00;0.00;NULL
988;2008-7-19;8;17;46;48;56;60;0;;0.00;73;31767.36;6874;337.36;25323903.99;0.00;30000000.00;0.00;NULL
989;2008-7-23;2;21;27;29;32;38;0;;0.00;130;23437.38;10296;295.93;44005353.43;0.00;52000000.00;0.00;NULL
990;2008-7-26;2;10;15;18;29;39;2;"MG; RO";26586140.51;290;18062.91;20863;251.08;0.00;0.00;2000000.00;0.00;NULL
991;2008-7-30;8;9;15;38;41;60;0;;0.00;36;26823.95;3028;318.91;1689908.71;0.00;4000000.00;0.00;NULL
992;2008-8-02;1;4;6;8;25;28;0;;0.00;330;3731.21;13216;93.17;3844685.43;0.00;6000000.00;0.00;NULL
993;2008-8-06;5;24;25;26;42;60;0;;0.00;68;18539.43;5121;246.18;6166992.80;0.00;8500000.00;331758.21;NULL
994;2008-8-09;3;20;29;40;44;58;0;;0.00;47;31786.28;3838;389.25;21402602.80;0.01;25000000.00;724904.25;NULL
995;2008-8-13;4;16;31;36;54;55;0;;0.00;76;24991.48;6790;279.73;24901410.33;0.00;30000000.00;1224733.92;NULL
996;2008-8-16;7;15;20;21;23;29;2;"SC; SP";14458257.67;165;13209.87;11901;183.15;0.00;0.00;1500000.00;1798320.37;NULL
997;2008-8-20;9;17;18;32;53;55;0;;0.00;40;22382.42;3203;279.52;1649230.73;0.00;3600000.00;2033924.78;NULL
998;2008-8-23;3;4;21;22;28;32;0;;0.00;40;27708.98;4526;244.89;3690945.05;0.00;6000000.00;2325598.27;NULL
999;2008-8-27;18;24;36;44;55;58;0;;0.00;103;11227.56;6681;173.09;14203313.76;0.00;17000000.00;2629924.18;NULL
1000;2008-8-30;29;38;39;49;53;58;0;;0.00;41;42451.22;3771;461.55;17409498.46;0.00;21000000.00;3087950.58;NULL
1001;2008-9-03;12;15;27;37;51;60;0;;0.00;87;22084.42;7074;271.60;20948817.14;0.00;25000000.00;3593567.54;NULL
1002;2008-9-06;3;7;25;31;40;58;1;MG;24880988.57;174;12267.86;10015;213.14;0.00;0.00;1500000.00;4155306.33;NULL
1003;2008-9-10;5;10;16;23;26;27;1;PE;1609524.90;86;10159.79;5694;153.45;0.00;0.00;1500000.00;4385238.47;NULL
1004;2008-9-13;29;40;43;44;45;47;0;;0.00;34;27732.08;2419;389.79;10552054.80;0.00;13000000.00;4633367.62;NULL
1005;2008-9-17;4;6;12;37;41;42;1;RJ;12989451.54;67;19748.63;5871;225.37;0.00;0.00;1500000.00;4981567.17;NULL
1006;2008-9-20;2;4;17;33;48;55;1;MG;1675260.09;136;6686.96;5935;153.23;0.00;0.00;1500000.00;5220890.05;NULL
1007;2008-9-24;4;27;36;37;49;52;0;;0.00;46;17494.40;2884;279.04;1482420.65;0.00;3500000.00;5432664.44;NULL
1008;2008-9-27;7;13;15;34;42;48;0;;0.00;159;6334.47;8123;124.00;3337751.69;0.00;5000000.00;5697711.74;NULL
1009;2008-10-01;1;6;12;29;34;58;2;"PA; SP";2591825.61;111;9027.57;5083;197.14;0.00;0.00;8000000.00;5961411.68;NULL
1010;2008-10-04;2;3;13;37;46;54;0;;0.00;61;18487.52;4679;241.02;7920807.17;0.00;10000000.00;6258185.06;NULL
1011;2008-10-08;2;11;21;30;35;52;0;;0.00;113;10999.46;3889;319.60;10210432.01;0.00;12500000.00;6585274.33;NULL
1012;2008-10-11;14;19;40;47;55;58;0;;0.00;43;34250.51;3755;392.21;12923432.48;0.00;16000000.00;6972845.83;NULL
1014;2008-10-18;8;9;25;41;57;60;0;;0.00;65;13760.77;3861;231.66;8859049.04;0.00;11000000.00;7600361.16;NULL
1015;2008-10-22;3;8;17;26;28;49;0;;0.00;110;11111.50;8105;150.81;11110589.81;0.00;14000000.00;7922009.86;NULL
1016;2008-10-25;5;9;11;20;25;60;1;PB;13814409.97;174;8435.56;9476;154.89;0.00;0.00;1600000.00;8308269.91;NULL
1017;2008-10-29;6;19;31;34;51;56;0;;0.00;36;21980.86;2885;274.29;1457677.69;0.00;3000000.00;8516509.59;NULL
1018;2008-11-01;9;24;44;51;55;58;0;;0.00;35;29464.79;4170;247.31;3357381.15;0.00;5000000.00;8787895.81;NULL
1019;2008-11-05;4;13;23;29;46;47;0;;0.00;77;14084.12;6124;177.09;11835965.99;0.00;15000000.00;9073284.66;NULL
1020;2008-11-08;1;2;19;32;39;52;0;;0.00;56;27920.81;4646;336.54;14716218.54;0.00;18000000.00;9484749.33;NULL
1021;2008-11-12;2;33;42;43;51;55;1;MG;17819642.97;46;36624.26;4247;396.69;0.00;0.00;1500000.00;9928095.69;NULL
1022;2008-11-16;5;21;31;39;40;56;0;;0.00;21;31512.19;1505;439.70;1219024.12;0.00;3000000.00;10102242.01;NULL
1023;2008-11-19;2;7;8;18;40;45;0;;0.00;65;14980.07;4937;197.23;3012691.11;0.00;5000000.00;10358480.18;NULL
1024;2008-11-22;18;22;28;29;39;53;0;;0.00;23;48677.51;2722;411.31;12026299.10;0.00;15000000.00;10653107.22;NULL
1025;2008-11-26;10;27;28;29;40;52;0;;0.00;34;44097.09;3705;404.67;14788169.28;0.00;18000000.00;11047660.11;NULL
1026;2008-11-29;6;10;17;33;51;53;0;;0.00;92;19600.34;7192;250.73;18109910.47;0.00;22000000.00;11522194.58;NULL
1027;2008-12-03;18;20;33;44;47;60;0;;0.00;112;19031.09;6992;304.85;22036323.69;0.00;26000000.00;12083110.77;NULL
1028;2008-12-06;20;26;34;51;52;54;0;;0.00;66;39415.99;5453;477.07;26828477.85;0.00;32000000.00;12767704.24;NULL
1029;2008-12-10;5;16;17;20;24;32;1;RJ;32271347.11;262;11277.48;17979;164.34;0.00;0.00;15000000.00;13545257.02;NULL
1030;2008-12-13;1;8;23;37;54;57;0;;0.00;123;12938.02;7495;212.33;15656941.29;0.00;19000000.00;13964040.25;NULL
1031;2008-12-17;24;33;40;43;46;49;1;SP;19067463.74;59;31380.11;5508;336.14;0.00;0.00;1600000.00;14451257.75;NULL
1032;2008-12-20;15;16;26;29;43;57;0;;0.00;49;22063.82;3682;293.63;1991549.91;0.00;4000000.00;14735764.89;NULL
1033;2008-12-24;5;6;17;33;39;54;0;;0.00;83;13662.29;6445;175.95;4080441.78;0.00;6000000.00;15034178.04;NULL
1034;2008-12-27;1;3;18;20;42;49;0;;0.00;61;19548.37;4635;257.27;29557027.04;0.00;35000000.00;29557027.04;NULL
1035;2008-12-31;1;11;26;51;59;60;0;;0.00;289;14028.04;19044;212.88;37025110.94;0.00;45000000.00;1066869.15;NULL
1036;2009-1-03;10;27;36;39;41;52;1;MG;44550370.27;177;23079.89;11703;349.07;0.00;0.00;2000000.00;2141906.21;NULL
1037;2009-1-07;4;36;44;46;53;56;0;;0.00;27;41327.23;3108;359.02;2055486.11;19059299.00;4300000.00;2435547.10;NULL
1038;2009-1-10;6;7;28;35;43;51;0;;0.00;80;16894.25;5438;248.54;4545165.59;0.00;7500000.00;2791215.61;NULL
1039;2009-1-14;2;20;24;27;36;52;0;;0.00;96;15555.92;6631;225.21;21306617.42;0.00;25000000.00;3184207.15;NULL
1040;2009-1-17;1;6;28;39;44;55;0;;0.00;66;31738.53;6431;325.73;25165354.54;0.00;30000000.00;3735455.32;NULL
1041;2009-1-21;10;12;36;44;54;57;1;RJ;29372147.91;82;27849.85;8071;282.95;0.00;0.00;1500000.00;4336425.82;NULL
1042;2009-1-24;13;18;25;30;46;51;0;;0.00;79;13627.16;4761;226.12;1983110.38;0.00;4500000.00;4619727.32;NULL
1043;2009-1-28;14;21;25;48;51;60;0;;0.00;35;33115.91;3197;362.55;4118214.61;0.00;7000000.00;4924742.23;NULL
1044;2009-1-31;10;11;13;35;39;58;0;;0.00;79;17589.08;6346;218.96;15945179.95;0.00;20000000.00;5290409.89;NULL
1045;2009-2-04;1;5;6;17;31;50;0;;0.00;102;17541.75;8623;207.50;19241182.43;0.00;23000000.00;5761267.40;NULL
1046;2009-2-07;28;40;42;54;55;57;1;SC;23031543.81;49;41992.34;4875;422.08;0.00;35145764.50;1500000.00;6302747.62;NULL
1047;2009-2-11;1;2;8;10;14;48;0;;0.00;148;6309.40;8110;115.14;1720141.14;0.00;3500000.00;6548482.08;NULL
1048;2009-2-14;3;16;21;28;38;57;1;SP;3901088.76;70;16913.47;4990;237.26;0.00;0.00;1700000.00;6860046.04;NULL
1049;2009-2-18;2;5;17;29;34;52;1;SP;1636050.81;143;6210.78;6295;141.09;0.00;0.00;10000000.00;7093767.61;NULL
1050;2009-2-21;14;24;26;33;45;60;0;;0.00;66;18549.47;4590;266.73;10189998.98;0.00;12000000.00;7415942.68;NULL
1051;2009-2-25;7;10;11;13;43;57;0;;0.00;66;11893.94;5281;148.65;11636051.15;0.00;14000000.00;7622521.57;NULL
1052;2009-2-28;8;11;15;16;52;57;1;RJ;14557865.34;77;20599.07;5743;276.18;0.00;27092243.50;1500000.00;8039923.61;NULL
1053;2009-3-04;15;27;34;42;49;53;1;RS;1629650.34;112;7898.82;4385;201.75;0.00;0.00;1500000.00;8272730.82;NULL
1054;2009-3-07;13;14;18;27;41;60;0;;0.00;37;26092.87;3567;270.66;8083746.30;0.00;10000000.00;8526792.98;NULL
1055;2009-3-11;12;15;16;20;27;32;2;SP;5273833.35;86;15552.99;6311;211.94;0.00;0.00;1500000.00;8878781.62;NULL
1056;2009-3-14;6;8;38;50;53;59;1;DF;1872397.32;23;44193.23;2350;432.53;0.00;0.00;1600000.00;9146266.97;NULL
1057;2009-3-18;2;3;4;15;49;59;0;;0.00;46;18772.07;3923;220.12;1590685.29;0.00;3000000.00;9373507.73;NULL
1058;2009-3-21;18;20;24;45;51;57;1;BA;3671709.67;50;22593.98;3853;293.20;0.00;0.00;1800000.00;9670796.94;NULL
1059;2009-3-25;1;12;14;16;37;45;1;SP;1600783.97;63;13793.60;4089;212.52;0.00;0.00;8000000.00;9899480.38;NULL
1060;2009-3-28;1;3;16;18;41;42;1;PR;8287163.48;60;20333.07;5220;233.71;0.00;0.00;1500000.00;10220528.85;NULL
1061;2009-4-01;9;21;23;30;41;56;0;;0.00;29;29790.04;2579;334.98;1591415.12;0.00;3500000.00;10447873.88;NULL
